input_hash,representation,classification,classification_label,rationale,row_count,task_ids,datasets,hops,task_groups,semantic_keys,formal_queries,gold_answer,aggregate_weighting_effect
23cb9b1e8ffa38983b55e32df9373b5f18a1de0f34083f603e587931d583bff3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,4122;4124;5204;5206;5209,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-a18b95b0328f395824324deca0e87db4c53577968a7a1b1b9941a51201b02d12;sem-v1.1-cb314f1cb4766a9504edb34d58b2e1f8f93167628c6b01e17b3cff18b5fa35c2;sem-v1.1-0cb79a88527047862de5e8fba45ad5e976477d61de886a0354a646657fcaf24d;sem-v1.1-60438844242f045348be8c7f33468379c56652da6211d8da5ae226e6373e1766;sem-v1.1-745f317260e22f744c709b09d857562c045e36036c142ae00c77223a4c0d4aa3,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Cajun_33> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Cajun_86> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Cajun_138> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Cajun_17> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Cajun_197> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 5 times in per-row aggregate evaluation
24804edce5bd07be4d5091c5dc3f0e79c367b60a36d1f6dd1d05fee5d6f7e6ee,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4573;4575;4577;5764,Pizza100;Pizza250,2hop,BQA,sem-v1.1-dadfe0cef79850da95b140bb25066ec5771b5e528d0485902dd749e782956d88;sem-v1.1-7476d797f9f1ec7bb3caec1b3ad1c813533d4034f6ad762b26f1371508dbd4b0;sem-v1.1-0d92aa5fc31b001b55156c9e27495df70b3776d6cb7286136adc93f7d7f2a1a8;sem-v1.1-e214a0ea026a44b36501201c6c5d9deff8192a537111e0d9cdee0549f8a96ddf,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_8> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_91> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_97> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Veneziana_60> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
2494a66f55504913117cd686b5a7aaddefe5d8c11f3191e12810126bb534ad09,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,7,4680;4682;4684;5893;5894;5897;5900,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-5e489de4b70d4aa152496886d09489f08af0209dce33a1104d7e338f4294add7;sem-v1.1-5e59decc1a4e6b0591a100b662e679fd12da09cf158d8eac72e5841e85cb26e2;sem-v1.1-eb421cfe8fe49360af42c6c1de40933b87e8d9699ed14543c340e22a3c416d19;sem-v1.1-8cf1d626aead6e2c768121ec40d5e61f5e79f53b8c940a4db0785cceb93c9864;sem-v1.1-5013d6047bae2d5a64e022738d92ce32f68787ee83c1b5cf61911dce07f03008;sem-v1.1-48da91f570fcef92da170f0ddcb4ac19174a75e46df3ddbdf28297d20fb7e57b;sem-v1.1-eaa6a32a7701fb0e3cf65ee18221007ae009151e9abe9e44961f9565a4711d02,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_2> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_27> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_30> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_102> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_151> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_195> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Napoletana_83> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 7 times in per-row aggregate evaluation
25fe5c8a6dd49552d35c3df91ab514156db73c4d06bba21fd123894bc30b34f6,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4271;5378,Pizza100;Pizza250,2hop,BQA,sem-v1.1-874a2b3d9c9f1fbbc0ee5a37b4a87de03d67e793171ebfc4fb34c619ffb41f31;sem-v1.1-c89e52a9e2a99efba01c5a2cf2d722511e053cd2f2df18cc369f775462ee76f8,"[""ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
26cb91063e30511283f150eb2bd80be6245cf1da776f8fe53c99d20ce8aa8e91,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,3886;3892,Pizza100,1hop,BQA,sem-v1.1-6f913e80f66ceedb3e0dc1231bfba49569e5e3b8ea8d5126ee520d1f17e4a439;sem-v1.1-bddbf1753f8223ea8740ecfa11e3ac8cb66fd1ceec6acd101a02447c48db7de9,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_36> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_93> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2719d2c7274ed54b0ad427db4b4229aabdebd5ddfe4e8641062a82ff8f04f621,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,3929;3937;3943,Pizza100,1hop,BQA,sem-v1.1-6377b55955b63b52fc2595af638db41fe8218fd6fe1ce745072fcb854c75b8cd;sem-v1.1-664abd7036d5d2cc7831f0917493d435c3b6888af539a5194067e94e5740524b;sem-v1.1-94cfaf0549dd7d78c6eb2a262e4c1f20aecd186c9e1823db89a99456f5aeb5c4,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Margherita_20> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_53> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Margherita_53> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_59> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Margherita_59> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
27c02e40b3e83a8e4b8fd432ee9d91fbe2b4e379fbae028cb47847eb56f897b0,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4451;5570,Pizza100;Pizza250,2hop,BQA,sem-v1.1-116a8b842adcba5673b7b1c2f7363303d247368e3970bc79a7afbf8e56c3fc2c;sem-v1.1-888097f0277fffc8418b98a46b96f93e086a0555b1b7b95fd4d9dec24a7dd537,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_51> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_1> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
28dc86f4bd168f3db9e3b61578b1c8f052d0d079b8970f3a195c7701b1a74c56,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4404;5537,Pizza100;Pizza250,2hop,BQA,sem-v1.1-a7c7188b116619abee3b0807017a77afaf7c81dab8d9423ff8a6e4d9b2cf45e8;sem-v1.1-cf173c4ecf326dd71bbd20f428ad82e46364fa1c9bb0718f07c64b9241f49020,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_79> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_4> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
29da70bda16cb535036880fbbc9e12a31bd571b5d294875427ff576b6770a4b3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2428;2434,FamilyOWL,2hop,BQA,sem-v1.1-95f59dfbbf79a9d65ab1fb35d60849c8eace5786c95ec41589bc536225473f82;sem-v1.1-8058b357e2785147819f6c5d4b95a23ae584fb8df97d1ed5fda4b40fd4ff058b,"[""ASK WHERE { <http://www.example.com/genealogy.owl#john_archer_1804> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#john_archer_1835> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2b0399f1673f86eb8c4a0429f31679b0ca2007218f054105612901ced465f7b9,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,2316;2320,FamilyOWL,2hop,BQA,sem-v1.1-cfde635796c0e32aaba3ecf5b63fda045345cfc325c9993922adb581ff3d98a4;sem-v1.1-00d01b549904556b9d9b1e8ce1214be4957e02fa3645a5657c0f80196f719ad0,"[""ASK WHERE { <http://www.example.com/genealogy.owl#james_archer_1840> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#james_archer_1887> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2bea0703dfbdfcdcd08d35d747a98247c43e092435fdbf72615d0218f1633cc7,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4483;5646,Pizza100;Pizza250,2hop,BQA,sem-v1.1-d7023bd87b3985814cd4c0b07e1d59f02e2d5513d5f976f2935f1aa5b61a7161;sem-v1.1-3c6e5cce3f0650b07ccc0b946d77a400a6be1960f3b27186abed126674b0bc17,"[""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_9> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_33> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2c320b0a751dbe83686ca77496fae8e94051e4d6cedd958935f05067e4fd2b91,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4633;5835;5840,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-849e2afc5545e6e3b4d9a1f60ae8cd7e92523cb73c73785dea4401f0b39766a4;sem-v1.1-d60850cdacaeac02b44556ae73297a8715d7538c2ac355564efc0c2f33562ab0;sem-v1.1-5c5ab9732f3340c8aa74c10d4a468257702b0b9fd1f436d5792150a5a63551bf,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Fiorentina_41> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Fiorentina_149> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Fiorentina_84> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 3 times in per-row aggregate evaluation
2c7a4496edfc7034158b43e0cf8c8d25348d43aa67bcdb972bf81d1132a313c5,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4460;5597,Pizza100;Pizza250,2hop,BQA,sem-v1.1-133c203b01b613ad940dfd5a818532c86104374b639ab71d840c46134502c87a;sem-v1.1-001d918fb191b6d6be417ce379d95d6d94e448f743b6feea1bd6822706acbacd,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_51> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Napoletana_169> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2d12fec8c5dc10adb86a12c8606230d15ece0ad3a18fa65b50ea1b95795ec3a9,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4715;4717;5944,Pizza100;Pizza250,2hop,OEQA,sem-v1.1-eb3aecf35f169cfeef05a140e6593d76438e542ac791a878e8db26eb57683ae6;sem-v1.1-b48bab4e496eace89d2c48e8be670d2f8659db2c3b71abb3a4cbbfb7d851d4fd;sem-v1.1-c973ba0e46f210490b064fe38e0b87b5cbe7a687a819e3468cc0e15812e99d36,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Rosa_83> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Rosa_91> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Rosa_208> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 3 times in per-row aggregate evaluation
2e316c2a57da4d76277c1f1f3af8ccdbf768fbd31bbdc630f875ceae41734344,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4055;5119;5127;5131,Pizza100;Pizza250,1hop,BQA,sem-v1.1-5bc21f43fb328001ddfd56a050266e0bf9be2818f940b1aa4fe29ae20240d27c;sem-v1.1-76281a94354ce5187d96ffbf9b1d5087603d3097d525028f262ffe931a7256f5;sem-v1.1-3847877ff88df9190c584bb9609a4063a13931995ce15ef4c638e7d6a88b6d0b;sem-v1.1-6359b0382442a0c564cc86aef83fc3da6572ac304d460ceb4a709864d2adba08,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Soho_70> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Soho_134> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Soho_210> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Soho_41> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 4 times in per-row aggregate evaluation
2e64e3e4e65035bd565c2282d019480ad75a4fac20586fe2fc26394e88f356c6,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4129;4131;4137,Pizza100,1hop,OEQA,sem-v1.1-cdff3e4aa0ede1181a36edef974f085f52ef3b8ac9b2fed9c5e650ee26b0c682;sem-v1.1-752ed634f1ca38e9242863113c0977b47b049a21ddff5de33be17d1d9308d0da;sem-v1.1-fe214700c0940753995e58d6a360dec945808289dd3bc7e6c8f31decd04dbb02,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_31> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_42> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_98> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 3 times in per-row aggregate evaluation
2eed8918cdfd525e46740816cdecb09fb6c954f7ab8f7096a61d53c6b11e6326,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,1677;1678,FamilyOWL,1hop,OEQA,sem-v1.1-82fc091275116c939a288a4486f14d669a1b8c81fad5e0f82ea96aeb086e5a7e;sem-v1.1-6559ce9d3eb211fddd22f8983cc71da55e5843e21de727e300d44b8f80b33aa5,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1841> <http://www.example.com/genealogy.owl#hasFather> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_ann_green_1846> <http://www.example.com/genealogy.owl#hasFather> ?x }""]",william_green_1813,counts the identical evaluated input 2 times in per-row aggregate evaluation
2ef4a56fea19c1fa029c2f97f551e4f1e0c8b485cbfb0ff8f85ad2ce3294c24f,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,3822;4816;4834;4836,Pizza100;Pizza250,1hop,BQA,sem-v1.1-7a716a49e41645ef52ab4f23ca53b75f79ed2d9006bb9a01e5be824401415600;sem-v1.1-9565e09cf0725000e634efec85798b0488a4709453deb00a366c1153ca7e22ea;sem-v1.1-8fa869bde21ec4d7d905178eb8e9266764c2c58161976e3b6e10c6c5b270b55f;sem-v1.1-c1bd5028a03aed1699dd4a28ca323f8636a0fba822ae8fc0213640653abecb01,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_20> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_108> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_198> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Cajun_229> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
302bb4a8d84fa16c68aa15aa7cd281004a5aa987d4bc2e1f885cff85c63df4f3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4295;5420;5422,Pizza100;Pizza250,2hop,BQA,sem-v1.1-c6b1adc01e80197682cd56471342530966860381bd7a0bcb6ba6fcbfc5746c62;sem-v1.1-478f0249950cb6157c5e2ec3834cec9e5f95bdea5de7820699481ed962fc2a0b;sem-v1.1-afda60c14227ccec3d87379b1f1a65264d70d91b0c3a6ac7cfbdf51b4d439c9b,"[""ASK WHERE { <http://www.example.com/genealogy.owl#American_19> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_245> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#American_94> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
30a006c3f9fabd5b91d9bfcc24ff5d10f2d36b20268155ddcf0f81be429f8566,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4220;4224,Pizza100,1hop,OEQA,sem-v1.1-224c9da7955aad8604c7bcd90548e5b158bb66f03f8aef30a2b9fc8719b41711;sem-v1.1-f986d110fb24c6cf1d16f5d57c6ce17c05b0d59015cc76de40a174ad2aafb1c0,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Rosa_12> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Rosa_96> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",GorgonzolaTopping_dynamic_1; MozzarellaTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 2 times in per-row aggregate evaluation
